[2026-07-28 11:50:18] INFO | Loaded 1,426 hospitals from Excel.
[2026-07-28 11:50:18] INFO | Loaded 3,017 existing review hashes.
[2026-07-28 11:50:23] INFO | Phase 1 [1/1115]: Prakash Hospital - Best Hospital in Noida
[2026-07-28 11:50:23] INFO |   Bing: Prakash Hospital - Best Hospital in Noida reviews site:hexahealth.com
[2026-07-28 11:50:25] INFO |   Bing: 0 results returned
[2026-07-28 11:50:25] INFO |   Bing: Prakash Hospital - Best Hospital in Noida site:hexahealth.com
[2026-07-28 11:50:27] INFO |   Bing: 0 results returned
[2026-07-28 11:50:27] INFO |   hexahealth.com: no URL found for 'Prakash Hospital - Best Hospital in Noida'
[2026-07-28 11:50:27] INFO |   Bing: Prakash Hospital - Best Hospital in Noida reviews site:practo.com
[2026-07-28 11:50:31] INFO |   Bing: 0 results returned
[2026-07-28 11:50:31] INFO |   Bing: Prakash Hospital - Best Hospital in Noida site:practo.com
[2026-07-28 11:50:34] INFO |   Bing: 0 results returned
[2026-07-28 11:50:34] INFO |   practo.com: no URL found for 'Prakash Hospital - Best Hospital in Noida'
[2026-07-28 11:50:34] INFO | Phase 1 [2/1115]: SR HOSPITAL & MATERNITY CENTRE
[2026-07-28 11:50:34] INFO |   Bing: SR HOSPITAL & MATERNITY CENTRE reviews site:hexahealth.com
[2026-07-28 11:50:37] INFO |   Bing: 0 results returned
[2026-07-28 11:50:37] INFO |   Bing: SR HOSPITAL & MATERNITY CENTRE site:hexahealth.com
[2026-07-28 11:50:40] INFO |   Bing: 0 results returned
[2026-07-28 11:50:40] INFO |   hexahealth.com: no URL found for 'SR HOSPITAL & MATERNITY CENTRE'
[2026-07-28 11:50:40] INFO |   Bing: SR HOSPITAL & MATERNITY CENTRE reviews site:practo.com
[2026-07-28 11:50:43] INFO |   Bing: 0 results returned
[2026-07-28 11:50:43] INFO |   Bing: SR HOSPITAL & MATERNITY CENTRE site:practo.com
[2026-07-28 11:50:46] INFO |   Bing: 0 results returned
[2026-07-28 11:50:46] INFO |   practo.com: no URL found for 'SR HOSPITAL & MATERNITY CENTRE'
